anime_id;Name;Score;Genres;Type;Premiered;Status;Studios
1;Cowboy Bebop;8.75;Action, Award Winning, Sci-Fi;TV;1998.4;Finished Airing;Sunrise
5;Cowboy Bebop: Tengoku no Tobira;8.38;Action, Sci-Fi;Movie;;Finished Airing;Bones
6;Trigun;8.22;Action, Adventure, Sci-Fi;TV;1998.4;Finished Airing;Madhouse
7;Witch Hunter Robin;7.25;Action, Drama, Mystery, Supernatural;TV;2002.1;Finished Airing;Sunrise
8;Bouken Ou Beet;6.94;Adventure, Fantasy, Supernatural;TV;2004.2;Finished Airing;Toei Animation
15;Eyeshield 21;7.92;Sports;TV;2005.4;Finished Airing;Gallop
16;Hachimitsu to Clover;8.0;Comedy, Drama, Romance;TV;2005.4;Finished Airing;J.C.Staff
17;Hungry Heart: Wild Striker;7.55;Comedy, Slice of Life, Sports;TV;2002.2;Finished Airing;Nippon Animation
18;Initial D Fourth Stage;8.16;Action, Drama;TV;2004.4;Finished Airing;A.C.G.T.
19;Monster;8.87;Drama, Mystery, Suspense;TV;2004.4;Finished Airing;Madhouse
20;Naruto;7.99;Action, Adventure, Fantasy;TV;2002.2;Finished Airing;Pierrot
21;One Piece;8.69;Action, Adventure, Fantasy;TV;1999.2;Currently Airing;Toei Animation
22;Tennis no Ouji-sama;7.86;Sports;TV;2001.2;Finished Airing;Trans Arts
23;Ring ni Kakero 1;6.39;Action, Sports;TV;2004.2;Finished Airing;Toei Animation
24;School Rumble;7.89;Comedy, Romance;TV;2004.2;Finished Airing;Studio Comet
25;Sunabouzu;7.38;Action, Adventure, Comedy, Sci-Fi, Ecchi;TV;2004.2;Finished Airing;Gonzo
26;Texhnolyze;7.76;Action, Drama, Sci-Fi;TV;2003.4;Finished Airing;Madhouse
27;Trinity Blood;7.29;Action, Supernatural;TV;2005.4;Finished Airing;Gonzo
28;Yakitate!! Japan;7.91;Comedy, Gourmet;TV;2004.2;Finished Airing;Sunrise
29;Zipang;7.48;Action, Drama, Sci-Fi;TV;2004.2;Finished Airing;Studio Deen
30;Neon Genesis Evangelion;8.35;Action, Avant Garde, Award Winning, Drama, Sci-Fi, Suspense;TV;1995.2;Finished Airing;Gainax, Tatsunoko Production
31;Neon Genesis Evangelion: Death & Rebirth;7.46;Drama, Sci-Fi;Movie;;Finished Airing;Gainax, Production I.G
32;Neon Genesis Evangelion: The End of Evangelion;8.55;Avant Garde, Drama, Sci-Fi;Movie;;Finished Airing;Gainax, Production I.G
33;Kenpuu Denki Berserk;8.56;Action, Adventure, Drama, Fantasy, Horror;TV;1997.2;Finished Airing;OLM
43;Koukaku Kidoutai;8.27;Action, Award Winning, Mystery, Sci-Fi, Suspense;Movie;;Finished Airing;Production I.G
44;Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen;8.71;Action, Drama, Romance;OVA;;Finished Airing;Studio Deen
45;Rurouni Kenshin: Meiji Kenkaku Romantan;8.29;Action, Adventure, Comedy, Romance;TV;1996.3;Finished Airing;Gallop, Studio Deen
46;Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka;7.55;Drama;Movie;;Finished Airing;Gallop
47;Akira;8.16;Action, Adventure, Horror, Sci-Fi, Supernatural;Movie;;Finished Airing;Tokyo Movie Shinsha
48;.hack//Sign;6.95;Adventure, Fantasy, Mystery;TV;2002.4;Finished Airing;Bee Train
49;Aa! Megami-sama!;7.29;Comedy, Romance, Supernatural;OVA;;Finished Airing;AIC
50;Aa! Megami-sama! (TV);7.32;Comedy, Romance, Supernatural;TV;2005.3;Finished Airing;AIC
51;Tenshi Kinryouku;6.27;Action, Drama, Romance, Supernatural;OVA;;Finished Airing;Hal Film Maker
52;Kidou Tenshi Angelic Layer;7.26;Award Winning, Comedy, Drama, Sci-Fi, Sports;TV;2001.4;Finished Airing;Bones
53;Ai Yori Aoshi;7.11;Comedy, Drama, Romance;TV;2002.4;Finished Airing;J.C.Staff
54;Appleseed (Movie);7.06;Action, Drama, Sci-Fi;Movie;;Finished Airing;Digital Frontier
55;Arc the Lad;6.51;Action, Adventure, Fantasy, Horror, Sci-Fi;TV;1999.4;Finished Airing;Bee Train
56;Avenger;5.86;Adventure, Fantasy, Sci-Fi;TV;2003.2;Finished Airing;Bee Train
57;Beck;8.29;Comedy, Drama, Slice of Life;TV;2004.2;Finished Airing;Madhouse
58;Blue Gender;7.03;Adventure, Drama, Horror, Romance, Sci-Fi;TV;1999.2;Finished Airing;AIC
59;Chobits;7.4;Comedy, Drama, Romance, Sci-Fi, Ecchi;TV;2002.4;Finished Airing;Madhouse
60;Chrno Crusade;7.62;Action, Romance, Supernatural;TV;2003.2;Finished Airing;Gonzo
61;D.N.Angel;7.17;Action, Comedy, Fantasy, Romance;TV;2003.4;Finished Airing;Xebec
62;D.C.: Da Capo;6.72;Drama, Romance;TV;2003.1;Finished Airing;feel., Zexcs
63;DearS;6.56;Comedy, Romance, Sci-Fi, Ecchi;TV;2004.1;Finished Airing;Daume
64;Rozen Maiden;7.41;Action, Comedy, Drama;TV;2004.2;Finished Airing;Nomad
65;Rozen Maiden: Träumend;7.62;Action, Comedy, Drama;TV;2005.2;Finished Airing;Nomad
66;Azumanga Daiou The Animation;7.99;Comedy, Slice of Life;TV;2002.4;Finished Airing;J.C.Staff
67;Basilisk: Kouga Ninpou Chou;7.55;Action, Drama, Romance;TV;2005.4;Finished Airing;Gonzo
68;Black Cat (TV);7.33;Action, Adventure, Sci-Fi;TV;2005.2;Finished Airing;Gonzo
69;Cluster Edge;6.31;Action, Fantasy, Sci-Fi;TV;2005.2;Finished Airing;Sunrise
71;Full Metal Panic!;7.61;Action, Comedy, Sci-Fi;TV;2002.3;Finished Airing;Gonzo
72;Full Metal Panic? Fumoffu;8.03;Action, Comedy;TV;2003.1;Finished Airing;Kyoto Animation
73;Full Metal Panic! The Second Raid;7.93;Action;TV;2005.1;Finished Airing;Kyoto Animation
74;Gakuen Alice;7.64;Comedy, Fantasy;TV;2004.2;Finished Airing;Group TAC
75;Soukyuu no Fafner: Dead Aggressor;7.26;Action, Drama, Sci-Fi;TV;2004.1;Finished Airing;Xebec
76;Mahou Shoujo Lyrical Nanoha;7.41;Action, Comedy, Drama;TV;2004.2;Finished Airing;Seven Arcs
77;Mahou Shoujo Lyrical Nanoha A's;7.97;Action, Comedy, Drama;TV;2005.2;Finished Airing;Seven Arcs
79;Shuffle!;7.03;Comedy, Drama, Fantasy, Romance, Ecchi;TV;2005.1;Finished Airing;asread.
80;Kidou Senshi Gundam;7.76;Action, Drama, Sci-Fi;TV;1979.4;Finished Airing;Sunrise
81;Kidou Senshi Gundam: Dai 08 MS Shoutai;8.01;Adventure, Drama, Romance, Sci-Fi;OVA;;Finished Airing;Sunrise
82;Kidou Senshi Gundam 0080: Pocket no Naka no Sensou;7.96;Drama, Sci-Fi;OVA;;Finished Airing;Sunrise
83;Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report;6.76;Drama, Romance, Sci-Fi;Movie;;Finished Airing;Sunrise
84;Kidou Senshi Gundam 0083: Stardust Memory;7.24;Adventure, Drama, Romance, Sci-Fi;OVA;;Finished Airing;Sunrise
85;Kidou Senshi Zeta Gundam;7.9;Drama, Romance, Sci-Fi;TV;1985.4;Finished Airing;Sunrise
86;Kidou Senshi Gundam ZZ;6.68;Comedy, Drama, Sci-Fi;TV;1986.4;Finished Airing;Sunrise
87;Kidou Senshi Gundam: Gyakushuu no Char;7.66;Drama, Sci-Fi;Movie;;Finished Airing;Sunrise
88;Kidou Senshi Gundam F91;6.62;Drama, Sci-Fi;Movie;;Finished Airing;Sunrise
89;Kidou Senshi Victory Gundam;6.77;Drama, Sci-Fi;TV;1993.4;Finished Airing;Sunrise
90;Shin Kidou Senki Gundam Wing;7.69;Action, Drama, Sci-Fi;TV;1995.4;Finished Airing;Sunrise
91;Shin Kidou Senki Gundam Wing: Endless Waltz;7.74;Action, Award Winning, Drama, Sci-Fi;OVA;;Finished Airing;Sunrise
92;Kidou Shinseiki Gundam X;7.34;Adventure, Drama, Sci-Fi;TV;1996.4;Finished Airing;Sunrise
93;Kidou Senshi Gundam SEED;7.75;Action, Award Winning, Drama, Romance, Sci-Fi;TV;2002.2;Finished Airing;Sunrise
94;Kidou Senshi Gundam SEED Destiny;7.18;Action, Drama, Romance, Sci-Fi;TV;2004.2;Finished Airing;Sunrise
95;Turn A Gundam;7.74;Action, Adventure, Award Winning, Drama, Romance, Sci-Fi;TV;1999.4;Finished Airing;Sunrise
96;Kidou Butouden G Gundam;7.57;Adventure, Comedy, Drama, Romance, Sci-Fi, Sports;TV;1994.4;Finished Airing;Sunrise
97;Last Exile;7.79;Action, Adventure, Sci-Fi;TV;2003.4;Finished Airing;Gonzo
98;Mai-HiME;7.42;Action, Fantasy, Girls Love;TV;2004.2;Finished Airing;Sunrise
99;Mai-Otome;7.28;Comedy, Drama, Fantasy;TV;2005.2;Finished Airing;Sunrise
100;Shin Shirayuki-hime Densetsu Prétear;7.16;Comedy, Drama, Fantasy, Romance;TV;2001.4;Finished Airing;Hal Film Maker
101;Air;7.28;Drama, Romance, Supernatural;TV;2005.3;Finished Airing;Kyoto Animation
102;Aishiteruze Baby★★;7.44;Comedy, Drama, Romance;TV;2004.4;Finished Airing;TMS Entertainment
103;Akazukin Chacha;7.49;Adventure, Comedy, Fantasy, Romance;TV;1994.3;Finished Airing;Gallop
104;Ayashi no Ceres;7.18;Adventure, Drama, Horror, Romance, Supernatural, Suspense;TV;2000.4;Finished Airing;Pierrot
105;Boys Be...;6.4;Comedy, Romance, Slice of Life;TV;2000.4;Finished Airing;Hal Film Maker
106;Hana yori Dango;7.61;Drama, Romance;TV;1996.2;Finished Airing;Toei Animation
107;Ou Dorobou Jing;7.19;Adventure, Comedy, Fantasy, Sci-Fi;TV;2002.4;Finished Airing;Studio Deen
108;Ou Dorobou Jing in Seventh Heaven;7.25;Adventure, Comedy, Fantasy;OVA;;Finished Airing;Studio Deen
109;Bakuretsu Tenshi;6.79;Adventure, Comedy, Sci-Fi;TV;2004.4;Finished Airing;Gonzo
110;Chuuka Ichiban!;7.58;Action, Comedy, Drama, Gourmet;TV;1997.4;Finished Airing;Nippon Animation
111;Corrector Yui;6.97;Adventure, Comedy, Sci-Fi;TV;1999.4;Finished Airing;Nippon Animation
112;Chou Henshin Cosprayers;4.82;Action, Adventure, Comedy, Fantasy, Sci-Fi, Ecchi;TV;2004.3;Finished Airing;Imagin, Studio Live
113;Uchuu no Stellvia;7.37;Action, Romance, Sci-Fi;TV;2003.4;Finished Airing;Xebec
114;Sakigake!! Cromartie Koukou;7.9;Comedy;TV;2003.2;Finished Airing;Production I.G
115;El Hazard: The Alternative World;6.79;Adventure, Comedy, Fantasy;TV;1998.3;Finished Airing;AIC
116;El Hazard: The Wanderers;6.93;Adventure, Comedy, Fantasy, Romance;TV;1995.2;Finished Airing;AIC
117;El Hazard: The Magnificent World;7.26;Adventure, Comedy, Fantasy, Romance;OVA;;Finished Airing;AIC
118;El Hazard 2: The Magnificent World;6.78;Adventure, Comedy, Fantasy;OVA;;Finished Airing;AIC
119;Final Approach;6.52;Comedy, Drama, Romance;TV;2004.2;Finished Airing;Trinet Entertainment, Zexcs
120;Fruits Basket;7.69;Drama, Romance, Supernatural;TV;2001.1;Finished Airing;Studio Deen
121;Fullmetal Alchemist;8.11;Action, Adventure, Award Winning, Drama, Fantasy;TV;2003.2;Finished Airing;Bones
122;Full Moon wo Sagashite;7.94;Comedy, Drama, Romance, Supernatural;TV;2002.4;Finished Airing;Studio Deen
123;Fushigi Yuugi;7.61;Adventure, Fantasy, Romance;TV;1995.4;Finished Airing;Pierrot
124;Fushigi Yuugi: Eikouden;6.82;Adventure, Drama, Fantasy, Romance;OVA;;Finished Airing;Pierrot
125;Futakoi;6.44;Comedy, Romance;TV;2004.2;Finished Airing;Telecom Animation Film
126;Futakoi Alternative;6.86;Comedy, Drama, Romance;TV;2005.4;Finished Airing;ufotable, feel., Studio Flag
127;Gate Keepers;6.92;Action, Comedy, Fantasy, Sci-Fi;TV;2000.4;Finished Airing;Gonzo
128;Gate Keepers 21;6.74;Action, Drama, Sci-Fi;OVA;;Finished Airing;Gonzo
129;Gensoumaden Saiyuuki;7.55;Action, Adventure, Comedy, Drama, Supernatural;TV;2000.4;Finished Airing;Pierrot
130;Saiyuuki Reload;7.37;Action, Adventure, Comedy, Drama, Supernatural;TV;2003.2;Finished Airing;Pierrot
131;Saiyuuki Reload Gunlock;7.37;Action, Adventure, Comedy, Drama, Supernatural;TV;2004.4;Finished Airing;Pierrot
132;GetBackers;7.58;Action, Mystery, Supernatural;TV;2002.2;Finished Airing;Studio Deen
133;Green Green;6.15;Comedy, Romance, Ecchi;TV;2003.1;Finished Airing;Studio Matrix
134;Gunslinger Girl;7.39;Action, Drama, Sci-Fi;TV;2003.2;Finished Airing;Madhouse
135;Hikaru no Go;8.08;Comedy, Drama, Supernatural;TV;2001.2;Finished Airing;Pierrot
136;Hunter x Hunter;8.41;Action, Adventure, Fantasy;TV;1999.2;Finished Airing;Nippon Animation
137;Hunter x Hunter: Original Video Animation;8.31;Action, Adventure, Fantasy;OVA;;Finished Airing;Nippon Animation
138;Hunter x Hunter: Greed Island;8.18;Action, Adventure, Fantasy;OVA;;Finished Airing;Nippon Animation
139;Hunter x Hunter: Greed Island Final;8.25;Action, Adventure, Fantasy;OVA;;Finished Airing;Nippon Animation
141;Jinki:Extend;6.1;Sci-Fi;TV;2005.3;Finished Airing;feel.
142;Kamikaze Kaitou Jeanne;7.46;Action, Drama, Mystery, Romance, Supernatural;TV;1999.3;Finished Airing;Toei Animation
143;Kannazuki no Miko;6.81;Drama, Girls Love, Romance, Supernatural;TV;2004.2;Finished Airing;TNK
144;Kanon;7.07;Drama, Romance, Supernatural;TV;2002.3;Finished Airing;Toei Animation
145;Kareshi Kanojo no Jijou;7.59;Comedy, Drama, Romance;TV;1998.2;Finished Airing;Gainax, J.C.Staff
146;Kono Minikuku mo Utsukushii Sekai;6.71;Comedy, Drama, Romance, Sci-Fi, Ecchi;TV;2004.4;Finished Airing;Gainax, Shaft
147;Kimi ga Nozomu Eien;7.18;Drama, Romance;TV;2003.2;Finished Airing;Studio Fantasia
148;Kita e.: Diamond Dust Drops;6.56;Drama, Romance;TV;2004.3;Finished Airing;Studio Deen
149;Loveless;6.76;Action, Boys Love, Drama, Mystery, Supernatural;TV;2005.4;Finished Airing;J.C.Staff
150;Blood+;7.62;Action, Drama, Horror, Mystery, Supernatural;TV;2005.2;Finished Airing;Production I.G
151;Re: Cutey Honey;7.1;Action, Comedy, Girls Love, Sci-Fi, Ecchi;OVA;;Finished Airing;Gainax, Toei Animation
152;Solty Rei;7.27;Action, Sci-Fi;TV;2005.2;Finished Airing;Gonzo, AIC
153;Juuni Kokuki;8.02;Action, Adventure, Fantasy;TV;2002.4;Finished Airing;Pierrot
154;Shaman King;7.75;Action, Adventure, Comedy, Supernatural;TV;2001.1;Finished Airing;Xebec
155;X/1999;6.57;Action, Drama, Fantasy, Horror, Sci-Fi, Supernatural;Movie;;Finished Airing;Madhouse
156;X;7.4;Action, Drama, Fantasy, Romance;TV;2001.2;Finished Airing;Madhouse
157;Mahou Sensei Negima!;6.94;Comedy, Fantasy, Romance, Supernatural, Ecchi;TV;2005.3;Finished Airing;Xebec
158;Maria-sama ga Miteru;7.29;Drama, Girls Love;TV;2004.3;Finished Airing;Studio Deen
159;Boukyaku no Senritsu;6.28;Adventure, Fantasy, Horror, Sci-Fi, Supernatural;TV;2004.4;Finished Airing;Gainax, J.C.Staff
160;Ima, Soko ni Iru Boku;7.61;Adventure, Drama, Fantasy, Sci-Fi;TV;1999.2;Finished Airing;AIC
161;Peace Maker Kurogane;7.3;Action, Comedy;TV;2003.2;Finished Airing;Gonzo
162;Pita Ten;6.93;Comedy, Fantasy, Romance;TV;2002.4;Finished Airing;Madhouse
163;Power Stone;6.55;Adventure, Comedy, Fantasy;TV;1999.4;Finished Airing;Pierrot
164;Mononoke Hime;8.67;Action, Adventure, Award Winning, Fantasy;Movie;;Finished Airing;Studio Ghibli
165;RahXephon;7.39;Action, Award Winning, Drama, Mystery, Romance, Sci-Fi;TV;2002.3;Finished Airing;Bones
166;Samurai 7;7.44;Sci-Fi;TV;2004.1;Finished Airing;Gonzo
167;Scrapped Princess;7.38;Adventure, Comedy, Drama, Fantasy, Sci-Fi;TV;2003.4;Finished Airing;Bones
168;s.CRY.ed;7.36;Action, Adventure, Drama, Sci-Fi;TV;2001.1;Finished Airing;Sunrise
169;Shingetsutan Tsukihime;6.82;Action, Horror, Mystery, Romance, Supernatural;TV;2003.2;Finished Airing;J.C.Staff
170;Slam Dunk;8.54;Sports;TV;1993.2;Finished Airing;Toei Animation
171;Strange Dawn;6.32;Adventure, Drama, Fantasy;TV;2000.1;Finished Airing;Hal Film Maker
173;Tactics;7.2;Mystery, Supernatural;TV;2004.2;Finished Airing;Studio Deen
174;Tenjou Tenge;6.88;Action, Comedy, Ecchi;TV;2004.4;Finished Airing;Madhouse
175;Tokyo Underground;6.59;Action, Adventure, Romance, Sci-Fi;TV;2002.4;Finished Airing;Pierrot
176;Triangle Heart: Sweet Songs Forever;6.09;Adventure, Romance;OVA;;Finished Airing;Seven Arcs
177;Tsubasa Chronicle;7.52;Action, Adventure, Fantasy, Romance;TV;2005.4;Finished Airing;Bee Train
178;Ultra Maniac;7.16;Comedy, Romance;TV;2003.4;Finished Airing;Ashi Productions
179;Ultra Maniac OVA;6.62;Comedy, Romance;OVA;;Finished Airing;Ashi Productions
180;Vandread;7.17;Action, Sci-Fi, Ecchi;TV;2000.2;Finished Airing;Gonzo
181;Vandread: The Second Stage;7.39;Action, Sci-Fi, Ecchi;TV;2001.2;Finished Airing;Gonzo
182;Tenkuu no Escaflowne;7.67;Adventure, Fantasy, Romance;TV;1996.4;Finished Airing;Sunrise
183;Whistle!;7.39;Sports;TV;2002.4;Finished Airing;Studio Comet
184;Xenosaga The Animation;6.32;Action, Sci-Fi;TV;2005.3;Finished Airing;Toei Animation
185;Initial D First Stage;8.33;Action, Drama;TV;1998.4;Finished Airing;Gallop, Studio Comet
186;Initial D Second Stage;8.16;Action, Drama;TV;1999.2;Finished Airing;Pastel
187;Initial D Third Stage;7.9;Action, Drama, Romance;Movie;;Finished Airing;Studio Deen
188;Gosenzo San'e;6.03;Comedy, Mystery, Supernatural, Hentai;OVA;;Finished Airing;AIC
189;Love Hina;7.1;Comedy, Romance, Ecchi;TV;2000.4;Finished Airing;Xebec
190;Love Hina Again;7.21;Comedy, Drama, Romance, Ecchi;OVA;;Finished Airing;Xebec
191;Love Hina Christmas Special: Silent Eve;7.31;Comedy, Romance;Special;;Finished Airing;Xebec
192;Love Hina Haru Special: Kimi Sakura Chiru Nakare!!;7.18;Adventure, Comedy, Romance;Special;;Finished Airing;Xebec
193;Maburaho;6.74;Comedy, Drama, Romance, Ecchi;TV;2003.2;Finished Airing;J.C.Staff
194;Macross Zero;7.51;Action, Adventure, Sci-Fi;OVA;;Finished Airing;Satelight
195;Onegai☆Teacher;7.11;Drama, Romance, Sci-Fi;TV;2002.3;Finished Airing;Daume
196;Onegai☆Twins;6.82;Comedy, Drama, Sci-Fi;TV;2003.1;Finished Airing;Daume
197;Rizelmine;6.51;Comedy, Romance, Sci-Fi, Ecchi;TV;2002.4;Finished Airing;Madhouse, Imagin
198;Speed Grapher;7.31;Action, Mystery;TV;2005.4;Finished Airing;Gonzo
199;Sen to Chihiro no Kamikakushi;8.78;Adventure, Award Winning, Supernatural;Movie;;Finished Airing;Studio Ghibli
200;Tenshi na Konamaiki;7.43;Comedy, Romance;TV;2002.4;Finished Airing;TMS Entertainment
201;Video Girl Ai;7.2;Comedy, Drama, Romance, Ecchi;OVA;;Finished Airing;Production I.G
202;Wolf's Rain;7.8;Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi;TV;2003.3;Finished Airing;Bones
203;Words Worth;6.72;Adventure, Fantasy, Hentai;OVA;;Finished Airing;Arms
204;Yumeria;6.08;Action, Comedy, Ecchi;TV;2004.3;Finished Airing;Studio Deen
205;Samurai Champloo;8.51;Action, Adventure, Comedy;TV;2004.4;Finished Airing;Manglobe
206;Lodoss-tou Senki: Eiyuu Kishi Den;7.13;Action, Adventure, Drama, Fantasy, Romance;TV;1998.4;Finished Airing;AIC
207;Lodoss-tou Senki;7.36;Action, Adventure, Fantasy;OVA;;Finished Airing;Madhouse
208;R.O.D: Read or Die;7.63;Action, Adventure, Mystery, Sci-Fi;OVA;;Finished Airing;Studio Deen
209;R.O.D: The TV;7.53;Action, Adventure, Comedy, Drama, Sci-Fi;TV;2003.2;Finished Airing;J.C.Staff
210;Ranma ½;7.76;Action, Comedy, Fantasy;TV;1989.4;Finished Airing;Studio Deen
211;Pure Mail;6.17;Hentai;OVA;;Finished Airing;Datama Film
212;Project A-Ko;6.85;Action, Adventure, Comedy, Sci-Fi;Movie;;Finished Airing;APPP
213;Pia Carrot e Youkoso!!;5.94;Comedy, Hentai;OVA;;Finished Airing;Triple X
214;Pia Carrot e Youkoso!! 2;6.07;Comedy, Romance, Hentai;OVA;;Finished Airing;Triple X
215;Pia Carrot e Youkoso!! 2 DX;6.19;Comedy, Romance;OVA;;Finished Airing;Garyuu Studio
216;Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari;5.81;Comedy, Romance;Movie;;Finished Airing;I-move
217;Shin Angel;6.17;Comedy, Drama, Romance, Hentai;OVA;;Finished Airing;Arms
218;Kidou Senkan Nadesico;7.49;Action, Romance, Sci-Fi;TV;1996.2;Finished Airing;Xebec
219;Kidou Senkan Nadesico: The Prince of Darkness;6.73;Action, Award Winning, Drama, Sci-Fi;Movie;;Finished Airing;Xebec
220;Kuro no Danshou;5.62;Horror, Hentai;OVA;;Finished Airing;JOF
221;Mezzo Forte;6.62;Action, Comedy, Sci-Fi, Hentai;OVA;;Finished Airing;Arms
222;Mezzo DSA;6.65;Action, Adventure, Comedy, Mystery, Sci-Fi;TV;2004.3;Finished Airing;Arms
223;Dragon Ball;7.96;Action, Adventure, Comedy, Fantasy;TV;1986.3;Finished Airing;Toei Animation
225;Dragon Ball GT;6.48;Action, Adventure, Comedy, Fantasy;TV;1996.3;Finished Airing;Toei Animation
226;Elfen Lied;7.48;Action, Drama, Horror, Romance, Supernatural;TV;2004.1;Finished Airing;Arms
227;FLCL;8.03;Action, Avant Garde, Comedy, Sci-Fi;OVA;;Finished Airing;Gainax, Production I.G
228;Jigoku Shoujo;7.61;Horror, Mystery, Supernatural;TV;2005.2;Finished Airing;Studio Deen
229;Ninin ga Shinobuden;6.89;Comedy;TV;2004.1;Finished Airing;ufotable
230;Air Master;6.97;Action, Comedy;TV;2003.4;Finished Airing;Toei Animation
231;Asagiri no Miko;6.1;Action, Comedy, Fantasy, Supernatural;TV;2002.1;Finished Airing;Chaos Project, GANSIS
232;Cardcaptor Sakura;8.16;Adventure, Comedy, Drama, Fantasy, Romance;TV;1998.4;Finished Airing;Madhouse
233;Daa! Daa! Daa!;7.66;Comedy, Sci-Fi;TV;2000.4;Finished Airing;J.C.Staff
234;Dan Doh!!;6.63;Adventure, Sports;TV;2004.4;Finished Airing;Tokyo Kids
235;Detective Conan;8.17;Adventure, Comedy, Mystery;TV;1996.3;Currently Airing;TMS Entertainment
236;E's Otherwise;6.59;Adventure, Comedy, Drama, Sci-Fi, Supernatural;TV;2003.4;Finished Airing;Pierrot
237;Koukyoushihen Eureka Seven;8.06;Adventure, Drama, Romance, Sci-Fi;TV;2005.4;Finished Airing;Bones
238;Rekka no Honoo;7.34;Action, Adventure;TV;1997.1;Finished Airing;Pierrot
239;Gankutsuou;8.14;Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense;TV;2004.2;Finished Airing;Gonzo
240;Genshiken;7.63;Comedy, Slice of Life;TV;2004.2;Finished Airing;Palm Studio
241;Girls Bravo: First Season;6.38;Comedy, Fantasy, Romance, Ecchi;TV;2004.1;Finished Airing;AIC Spirits
242;Gokusen;7.41;Comedy, Drama, Slice of Life;TV;2004.3;Finished Airing;Madhouse
243;Gravitation;6.93;Boys Love, Comedy;TV;2000.2;Finished Airing;Studio Deen
244;Agatha Christie no Meitantei Poirot to Marple;6.83;Mystery;TV;2004.1;Finished Airing;OLM
245;Great Teacher Onizuka;8.69;Comedy;TV;1999.1;Finished Airing;Pierrot
246;Groove Adventure Rave;7.22;Adventure, Comedy, Fantasy, Romance;TV;2001.2;Finished Airing;Studio Deen
247;Harukanaru Toki no Naka de: Hachiyou Shou;7.0;Fantasy, Romance;TV;2004.2;Finished Airing;Yumeta Company
248;Ichigo 100%;6.63;Comedy, Romance, Ecchi;TV;2005.4;Finished Airing;Madhouse
249;InuYasha;7.86;Action, Adventure, Fantasy, Romance;TV;2000.2;Finished Airing;Sunrise
250;Konjiki no Gash Bell!!;7.54;Adventure, Comedy, Supernatural;TV;2003.4;Finished Airing;Toei Animation
251;Kyou kara Maou!;7.63;Adventure, Comedy, Fantasy;TV;2004.4;Finished Airing;Studio Deen
252;Madlax;7.03;Drama, Mystery, Supernatural;TV;2004.4;Finished Airing;Bee Train
253;Jungle wa Itsumo Hare nochi Guu;7.81;Comedy, Slice of Life;TV;2001.4;Finished Airing;Shin-Ei Animation
254;Jungle wa Itsumo Hare nochi Guu Deluxe;7.79;Comedy, Slice of Life;OVA;;Finished Airing;Shin-Ei Animation
255;Jungle wa Itsumo Hare nochi Guu Final;7.62;Award Winning, Comedy, Slice of Life;OVA;;Finished Airing;Shin-Ei Animation
256;Hoshi no Koe;7.12;Award Winning, Drama, Romance, Sci-Fi;OVA;;Finished Airing;CoMix Wave Films
257;Ikkitousen;6.39;Ecchi;TV;2003.1;Finished Airing;J.C.Staff
258;Hitsuji no Uta;6.15;Drama, Horror;OVA;;Finished Airing;Madhouse
259;Happy☆Lesson;6.6;Comedy, Romance;OVA;;Finished Airing;Studio Kyuuma, Venet, Chaos Project
260;Happy☆Lesson (TV);6.61;Comedy, Drama, Romance;TV;2002.4;Finished Airing;Studio Hibari
261;Happy☆Lesson Advance;6.77;Comedy, Romance;TV;2003.1;Finished Airing;Studio Hibari
262;Happy☆Lesson The Final;6.76;Comedy, Romance;OVA;;Finished Airing;Studio Ranmaru
263;Hajime no Ippo;8.76;Sports;TV;2000.2;Finished Airing;Madhouse
264;Hajime no Ippo: Champion Road;8.26;Sports;Special;;Finished Airing;Madhouse
265;Hajime no Ippo: Mashiba vs. Kimura;8.23;Sports;OVA;;Finished Airing;Madhouse
266;Gunparade March: Arata Naru Kougunka;6.73;Action, Drama, Romance, Sci-Fi;TV;2003.3;Finished Airing;J.C.Staff
267;Gungrave;7.83;Action, Drama, Sci-Fi;TV;2003.2;Finished Airing;Madhouse
268;Golden Boy;8.04;Adventure, Comedy, Ecchi;OVA;;Finished Airing;APPP
269;Bleach;7.92;Action, Adventure, Fantasy;TV;2004.2;Finished Airing;Pierrot
270;Hellsing;7.49;Action, Horror, Supernatural;TV;2001.2;Finished Airing;Gonzo
271;Gad Guard;6.65;Action, Adventure, Sci-Fi;TV;2003.4;Finished Airing;Gonzo
272;Noir;7.29;Action, Drama, Mystery;TV;2001.4;Finished Airing;Bee Train
273;Mahoutsukai ni Taisetsu na Koto;6.71;Slice of Life;TV;2003.3;Finished Airing;J.C.Staff
274;Kiddy Grade;7.19;Action, Sci-Fi, Ecchi;TV;2002.2;Finished Airing;Gonzo
275;Love♥Love?;5.85;Comedy, Romance, Ecchi;TV;2004.4;Finished Airing;Imagin, Studio Live
276;Mahoromatic: Automatic Maiden;7.15;Comedy, Romance, Sci-Fi, Ecchi;TV;2001.2;Finished Airing;Gainax, Shaft
