anime_id;Name;Score;Genres;Type;Premiered;Status;Studios
963;"Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""";7.22;Drama, Romance;Special;;Finished Airing;Xebec
964;Hit wo Nerae!;5.48;Comedy, Ecchi;TV;2004.4;Finished Airing;Imagin, Studio Live
965;Yoshinaga-sanchi no Gargoyle;6.95;Comedy, Fantasy, Slice of Life;TV;2006.4;Finished Airing;Studio Hibari
966;Crayon Shin-chan;7.77;Comedy, Ecchi;TV;1992.4;Currently Airing;Shin-Ei Animation
967;Hokuto no Ken;7.96;Action, Drama, Sci-Fi;TV;1984.2;Finished Airing;Toei Animation
968;Kakutou Bijin Wulong: Rebirth;6.82;Action, Comedy;TV;2006.4;Finished Airing;TMS Entertainment
969;Tsubasa Chronicle 2nd Season;7.58;Action, Adventure, Drama, Fantasy, Romance;TV;2006.4;Finished Airing;Bee Train
970;Yokoyama Mitsuteru Sangokushi;7.32;Action, Adventure;TV;1991.2;Finished Airing;Azeta Pictures
971;Astro Boy: Tetsuwan Atom;7.01;Action, Adventure, Sci-Fi;TV;2003.4;Finished Airing;Tezuka Productions
972;Bible Black Gaiden;6.65;Supernatural, Hentai;OVA;;Finished Airing;Studio Jam
973;Glass no Kantai: La Legende du Vent de l'Univers;6.53;Adventure, Sci-Fi;TV;2006.4;Finished Airing;Gonzo, Satelight
974;Dead Leaves;7.21;Action, Comedy, Sci-Fi;Movie;;Finished Airing;Production I.G
975;Yokohama Kaidashi Kikou;7.4;Sci-Fi, Slice of Life;OVA;;Finished Airing;Ajia-do
976;Yokohama Kaidashi Kikou: Quiet Country Cafe;7.13;Sci-Fi, Slice of Life;OVA;;Finished Airing;Ajia-do
977;Ginga Teikoku no Metsubou Gaiden: Aoki Ookami-tachi no Densetsu;5.4;Action, Boys Love, Sci-Fi, Hentai;OVA;;Finished Airing;Phoenix Entertainment
978;Change!! Getter Robo: Sekai Saigo no Hi;7.74;Action, Adventure, Horror, Sci-Fi;OVA;;Finished Airing;Brain's Base
979;Street Fighter Zero The Animation;6.51;Action, Drama;Movie;;Finished Airing;Plum
980;Rikujou Bouei-tai Mao-chan;6.29;Comedy, Sci-Fi;TV;2002.1;Finished Airing;Xebec
981;Ichigo 100% OVA;6.84;Comedy, Romance, Ecchi;OVA;;Finished Airing;Madhouse
982;Cosplay Complex;5.79;Comedy, Ecchi;OVA;;Finished Airing;TNK
983;Cosplay Complex: Extra Identification;5.68;Comedy;OVA;;Finished Airing;TNK
984;Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku;6.73;Adventure, Comedy, Fantasy, Sci-Fi;OVA;;Finished Airing;Toei Animation
985;Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks;7.77;Adventure, Drama, Fantasy;Special;;Finished Airing;Toei Animation
986;Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen;7.56;Adventure, Comedy, Fantasy, Sci-Fi;Special;;Finished Airing;Toei Animation
987;Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu;6.54;Action, Adventure, Comedy, Fantasy;Special;;Finished Airing;Toei Animation
988;Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation;5.9;Action, Comedy;TV;2005.4;Finished Airing;Group TAC, G&G Entertainment
989;Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi;5.86;UNKNOWN;Special;;Finished Airing;T.P.O
990;Kamisama Kazoku;7.1;Comedy, Drama, Fantasy, Romance;TV;2006.4;Finished Airing;Toei Animation
991;Usagi-chan de Cue!!;5.54;Action, Comedy, Romance, Ecchi;OVA;;Finished Airing;Chaos Project
992;Dual! Parallel Lun-Lun Monogatari;7.08;Action, Comedy, Sci-Fi;TV;1999.4;Finished Airing;AIC
993;Dual! Parallel Runrun Monogatari Special;6.85;Comedy, Drama, Romance, Sci-Fi;Special;;Finished Airing;AIC
994;Sin in the Rain;4.7;Mystery;OVA;;Finished Airing;Mook Animation
995;Tennis no Ouji-sama: Zenkoku Taikai-hen;7.89;Sports;OVA;;Finished Airing;M.S.C
996;Bishoujo Senshi Sailor Moon: Sailor Stars;7.94;Adventure, Comedy, Drama, Fantasy, Romance;TV;1996.4;Finished Airing;Toei Animation
997;Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito;7.69;Adventure, Comedy, Drama, Fantasy, Romance;Movie;;Finished Airing;Toei Animation
998;Blue Seed;7.0;Action, Adventure, Comedy, Drama, Horror, Mystery, Romance, Sci-Fi, Ecchi;TV;1994.2;Finished Airing;Production I.G, Ashi Productions
999;Blue Seed 2;6.39;Action, Comedy, Drama, Horror, Mystery, Sci-Fi, Supernatural, Ecchi;OVA;;Finished Airing;Production I.G, Xebec
1000;Uchuu Kaizoku Captain Herlock;7.69;Action, Adventure, Drama, Sci-Fi;TV;1978.4;Finished Airing;Toei Animation
1001;Tide-Line Blue: Kyoudai;6.55;Adventure, Drama;Special;;Finished Airing;Telecom Animation Film
1002;Top wo Nerae 2! Diebuster;7.62;Action, Award Winning, Comedy, Drama, Sci-Fi;OVA;;Finished Airing;Gainax
1003;Aa! Megami-sama! (TV) Specials;7.51;Comedy, Romance, Supernatural;Special;;Finished Airing;AIC
1004;Kanojo to Kanojo no Neko;7.28;Drama, Slice of Life;OVA;;Finished Airing;CoMix Wave Films
1005;Star Ocean EX;6.59;Adventure, Fantasy, Sci-Fi;TV;2001.4;Finished Airing;Studio Deen
1006;Tenchi Muyou! in Love;7.41;Action, Comedy, Romance, Sci-Fi;Movie;;Finished Airing;AIC
1007;Ranma ½ OVA;7.73;Comedy, Romance;OVA;;Finished Airing;Studio Deen, Kitty Film Mitaka Studio
1008;Ranma ½: Yomigaeru Kioku;7.58;Comedy, Drama, Romance;OVA;;Finished Airing;Studio Deen
1009;Battle Spirits: Ryuuko no Ken;4.78;Action, Comedy;Special;;Finished Airing;UNKNOWN
1010;Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou;7.35;Action, Adventure, Comedy, Supernatural;Movie;;Finished Airing;Studio Deen
1011;Ranma ½ Super;7.63;Action, Adventure, Comedy, Romance, Supernatural;OVA;;Finished Airing;Studio Deen
1012;Sexy Commando Gaiden: Sugoi yo!! Masaru-san Specials;6.34;Comedy;Special;;Finished Airing;Magic Bus
1013;Le Chevalier D'Eon;7.19;Mystery, Supernatural;TV;2006.1;Finished Airing;Production I.G
1014;Chicchana Yukitsukai Sugar Specials;7.01;Comedy, Slice of Life;Special;;Finished Airing;J.C.Staff
1015;Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi;7.66;Comedy;Special;;Finished Airing;Kyoto Animation
1016;Gunnm;7.06;Drama, Sci-Fi;OVA;;Finished Airing;Madhouse
1017;Majutsushi Orphen;7.1;Action, Adventure, Comedy, Fantasy;TV;1998.2;Finished Airing;J.C.Staff
1018;Majutsushi Orphen: Revenge;6.76;Adventure, Comedy, Fantasy;TV;1999.2;Finished Airing;J.C.Staff
1019;Honoo no Mirage;6.5;Action, Boys Love, Drama, Romance, Supernatural;TV;2002.3;Finished Airing;Madhouse
1020;Honoo no Mirage: Minagiwa no Hangyakusha;6.81;Action, Boys Love, Drama, Romance, Supernatural;OVA;;Finished Airing;Madhouse
1021;Kaikan Phrase;7.31;Drama, Romance;TV;1999.4;Finished Airing;Studio Hibari
1022;Generator Gawl;6.86;Action, Adventure, Comedy, Drama, Sci-Fi;TV;1998.2;Finished Airing;Tatsunoko Production
1023;Wolf's Rain OVA;8.0;Adventure, Drama, Sci-Fi, Supernatural;OVA;;Finished Airing;Bones
1024;Weiß Kreuz OVA;6.82;Action, Drama;OVA;;Finished Airing;Triangle Staff, animate Film
1025;Kachou Ouji;6.97;Adventure, Comedy, Sci-Fi, Slice of Life;TV;1999.1;Finished Airing;AIC, APPP
1026;Yakumotatsu;5.99;Adventure, Horror, Supernatural;OVA;;Finished Airing;Pierrot
1027;Psychic Force;5.23;Action, Sci-Fi;OVA;;Finished Airing;Triangle Staff
1028;Arete Hime;6.88;Fantasy;Movie;;Finished Airing;Studio 4°C
1029;Omoide Poroporo;7.43;Drama, Romance;Movie;;Finished Airing;Studio Ghibli
1030;Heisei Tanuki Gassen Ponpoko;7.3;Award Winning;Movie;;Finished Airing;Studio Ghibli
1031;Hanare Toride no Yonna;4.93;Adventure, Fantasy;Movie;;Finished Airing;CoMix Wave Films
1032;Kumo no You ni Kaze no You ni;6.75;Adventure, Drama, Romance;Special;;Finished Airing;Pierrot
1033;Sennen Joyuu;8.25;Action, Adventure, Award Winning, Drama, Fantasy, Romance;Movie;;Finished Airing;Madhouse
1034;Ouritsu Uchuugun: Honneamise no Tsubasa;7.48;Action, Award Winning, Drama, Sci-Fi;Movie;;Finished Airing;Gainax
1035;Patalliro Saiyuuki!;6.47;Adventure, Boys Love, Comedy, Fantasy;TV;2005.1;Finished Airing;Magic Bus
1036;Kashou no Tsuki: Aki Kyougen;5.93;Romance, Supernatural;OVA;;Finished Airing;Tokyo Kids, Four Some
1037;Saint Beast: Seijuu Kourin-hen;5.97;Action, Fantasy, Supernatural;TV;2003.4;Finished Airing;Tokyo Kids
1038;Mizuiro;5.69;Hentai;OVA;;Finished Airing;Arms
1039;Mizuiro (2003);6.3;Drama, Romance, Supernatural;OVA;;Finished Airing;OLM
1040;Mizuiro Jidai;7.19;Drama, Romance, Slice of Life;TV;1996.4;Finished Airing;Studio Comet
1041;Zetsuai 1989;6.31;Boys Love, Drama, Romance, Sports, Erotica;OVA;;Finished Airing;Madhouse
1042;Bronze: Zetsuai Since 1989;6.34;Boys Love, Drama, Romance, Sports, Erotica;OVA;;Finished Airing;Production I.G
1043;Tokyo Babylon;6.69;Action, Mystery, Supernatural;OVA;;Finished Airing;Madhouse
1044;Taiyou no Ouji: Horus no Daibouken;6.47;Adventure, Drama;Movie;;Finished Airing;Toei Animation
1045;Elf wo Karu Mono-tachi;7.0;Adventure, Comedy, Fantasy, Ecchi;TV;1996.2;Finished Airing;Group TAC
1046;Elf wo Karu Mono-tachi II;7.02;Adventure, Comedy, Fantasy;TV;1997.2;Finished Airing;Group TAC
1047;On Your Mark;7.46;Drama, Sci-Fi;Music;;Finished Airing;Studio Ghibli
1048;The SoulTaker: Tamashii-gari;6.33;Horror, Supernatural;TV;2001.4;Finished Airing;Tatsunoko Production
1049;Cello Hiki no Gauche (1982);6.87;Award Winning, Drama, Fantasy;Movie;;Finished Airing;Oh! Production
1050;Bobobo-bo Bo-bobo;7.48;Adventure, Comedy, Sci-Fi;TV;2003.2;Finished Airing;Toei Animation
1051;Ao no 6-gou;7.01;Action, Adventure, Award Winning, Sci-Fi;OVA;;Finished Airing;Gonzo
1052;Tokyo Juushouden;5.18;Action, Adventure, Supernatural;OVA;;Finished Airing;Zexcs
1053;Tokyo Daigaku Monogatari;4.79;Comedy, Drama, Romance, Ecchi;OVA;;Finished Airing;Shinkuukan
1055;Blame!;5.89;Action, Sci-Fi;ONA;;Finished Airing;Group TAC
1056;Good Morning Call;6.04;Comedy, Drama, Romance;OVA;;Finished Airing;Production I.G
1057;Ippatsu Kiki Musume;6.2;Action, Comedy, Ecchi;TV;1999.2;Finished Airing;Group TAC
1058;Kidou Shinsengumi Moeyo Ken;5.61;Adventure, Comedy;OVA;;Finished Airing;Trinet Entertainment, Picture Magic
1059;Mutant Turtles: Choujin Densetsu-hen;5.21;Action, Adventure, Comedy, Sci-Fi;OVA;;Finished Airing;Bee Media
1060;Oruchuban Ebichu;7.37;Comedy, Ecchi;TV;1999.1;Finished Airing;Gainax, Group TAC
1062;Nekojiru Gekijou Jirujiru Original;6.43;Action, Comedy;TV;1999.1;Finished Airing;Kent House
1064;Mazinkaiser;7.33;Adventure, Comedy, Sci-Fi;OVA;;Finished Airing;Brain's Base
1065;Touch;8.0;Drama, Romance, Sports;TV;1985.4;Finished Airing;Group TAC
1066;Shakugan no Shana-tan;7.07;Comedy;Special;;Finished Airing;J.C.Staff
1067;Kishin Houkou Demonbane (TV);6.53;Action, Romance, Ecchi;TV;2006.4;Finished Airing;View Works
1068;Chou Denji Robo Combattler V;6.84;Adventure, Sci-Fi;TV;1976.4;Finished Airing;Sunrise, Toei Animation
1069;Chou Denji Machine Voltes V;7.45;Action, Adventure, Drama, Sci-Fi;TV;1977.1;Finished Airing;Sunrise, Toei Animation
1070;Love Get Chu;6.49;Comedy, Romance;TV;2006.4;Finished Airing;Radix
1071;Memories Off #5 Togireta Film The Animation;5.98;Drama, Romance;OVA;;Finished Airing;Doga Kobo
1072;Sweat Punch;7.31;Action, Fantasy;OVA;;Finished Airing;Studio 4°C
1074;Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!;6.78;Action;OVA;;Finished Airing;Pierrot
1075;Netrun-mon the Movie;5.16;Comedy;OVA;;Finished Airing;Studio Hibari
1076;Wizardry;5.74;Action, Adventure, Fantasy;OVA;;Finished Airing;TMS Entertainment
1078;Cardcaptor Sakura: Kero-chan ni Omakase!;7.32;Comedy, Gourmet;Movie;;Finished Airing;Madhouse
1079;Armitage III;6.99;Action, Adventure, Romance, Sci-Fi;OVA;;Finished Airing;AIC
1080;Sentou Yousei Yukikaze;7.2;Action, Award Winning, Drama, Sci-Fi, Suspense;OVA;;Finished Airing;Gonzo
1081;Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey;7.29;Action, Adventure, Drama, Sci-Fi;OVA;;Finished Airing;Madhouse
1082;Hikari to Mizu no Daphne;6.77;Comedy, Drama, Mystery, Sci-Fi, Ecchi;TV;2004.3;Finished Airing;J.C.Staff
1083;Ningen Kousaten;6.22;Drama, Slice of Life, Sports;TV;2003.4;Finished Airing;A.C.G.T.
1084;I''s;5.91;Drama, Romance;OVA;;Finished Airing;Pierrot, Arms
1085;Interlude;6.37;Adventure, Horror, Mystery;OVA;;Finished Airing;Toei Animation
1086;Kenran Butou Sai: The Mars Daybreak;7.14;Action, Adventure, Comedy, Romance, Sci-Fi;TV;2004.4;Finished Airing;Bones
1087;Kimagure Orange☆Road;7.53;Comedy, Drama, Romance;TV;1987.4;Finished Airing;Pierrot
1088;Macross;7.9;Action, Romance, Sci-Fi;TV;1982.2;Finished Airing;Tatsunoko Production
1089;Macross: Do You Remember Love?;7.94;Action, Romance, Sci-Fi;Movie;;Finished Airing;Tatsunoko Production
1090;Kidou Senshi Gundam I;7.24;Action, Adventure, Drama, Sci-Fi;Movie;;Finished Airing;Sunrise
1091;Kidou Senshi Gundam II: Ai Senshi-hen;7.33;Action, Drama, Sci-Fi;Movie;;Finished Airing;Sunrise
1092;Kidou Senshi Gundam III: Meguriai Sora-hen;7.74;Action, Adventure, Drama, Sci-Fi;Movie;;Finished Airing;Sunrise
1093;Oishinbo;6.85;Comedy, Gourmet, Slice of Life;TV;1988.2;Finished Airing;Shin-Ei Animation
1094;One Piece: Umi no Heso no Daibouken-hen;7.2;Action, Adventure, Fantasy;Special;;Finished Airing;Toei Animation
1095;Kidou Keisatsu Patlabor the Movie;7.55;Drama;Movie;;Finished Airing;Production I.G, Studio Deen
1096;Kidou Keisatsu Patlabor 2 the Movie;7.96;Award Winning, Drama, Mystery, Sci-Fi;Movie;;Finished Airing;Production I.G
1097;Lime-iro Senkitan;5.95;Drama, Supernatural, Ecchi;TV;2003.3;Finished Airing;Studio Hibari
1098;Samurai Girl Real Bout High School;5.91;Adventure, Comedy, Fantasy;TV;2001.1;Finished Airing;Gonzo
1099;Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu;5.77;Adventure, Drama, Fantasy;OVA;;Finished Airing;UNKNOWN
1100;Soreyuke! Uchuu Senkan Yamamoto Youko;6.01;Adventure, Comedy, Sci-Fi;OVA;;Finished Airing;J.C.Staff
1101;Tenchi Muyou! Manatsu no Eve;7.1;Action, Comedy, Sci-Fi;Movie;;Finished Airing;AIC
1102;Urda;4.42;Action, Sci-Fi;ONA;;Finished Airing;Romanov Films
1103;Shinkon Gattai Godannar!!;6.64;Comedy, Romance, Sci-Fi, Ecchi;TV;2003.2;Finished Airing;OLM, AIC ASTA
1104;Shinkon Gattai Godannar!! 2nd Season;6.89;Comedy, Romance, Sci-Fi, Ecchi;TV;2004.4;Finished Airing;OLM, AIC ASTA
1105;Digital Juice;5.44;Comedy;OVA;;Finished Airing;Studio 4°C
1106;Eikyuu Kazoku;5.86;Comedy;Movie;;Finished Airing;Studio 4°C
1107;Youjuu Toshi;6.44;Action, Adventure, Drama, Horror;Movie;;Finished Airing;Madhouse
1108;Senkaiden Houshin Engi;7.08;Adventure, Fantasy, Supernatural;TV;1999.1;Finished Airing;Studio Deen
1109;Monster Extra: Hottan;6.64;Drama, Mystery, Suspense;Special;;Finished Airing;Madhouse
1110;Mermaid Melody Pichi Pichi Pitch Pure;7.19;Adventure, Comedy, Romance;TV;2004.4;Finished Airing;Actas, SynergySP
1111;Vandread: Gekitou-hen;6.87;Action, Adventure, Comedy, Sci-Fi, Ecchi;OVA;;Finished Airing;Gonzo
1112;Vandread: Taidou-hen;6.77;Action, Adventure, Comedy, Sci-Fi, Ecchi;OVA;;Finished Airing;Gonzo
1113;One: Kagayaku Kisetsu e - True Stories;6.17;Hentai;OVA;;Finished Airing;Arms
1115;Handsome Girl;5.6;Romance;OVA;;Finished Airing;J.C.Staff
1116;Junkers Come Here;7.1;Award Winning, Drama;Movie;;Finished Airing;Triangle Staff
1117;Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan;7.34;Adventure, Comedy, Drama, Fantasy;Movie;;Finished Airing;OLM
1118;Pokemon Movie 03: Kesshoutou no Teiou Entei;7.08;Action, Adventure, Comedy, Drama, Fantasy;Movie;;Finished Airing;OLM
1119;Pokemon Movie 04: Celebi Toki wo Koeta Deai;6.9;Adventure, Comedy, Drama, Fantasy;Movie;;Finished Airing;OLM
1120;Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios;7.15;Adventure, Comedy, Drama, Fantasy;Movie;;Finished Airing;OLM
1121;Pokemon Movie 06: Nanayo no Negaiboshi Jirachi;6.74;Adventure, Comedy, Drama, Fantasy;Movie;;Finished Airing;OLM
1122;Pokemon Movie 07: Rekkuu no Houmonsha Deoxys;6.96;Action, Adventure, Comedy, Fantasy, Sci-Fi;Movie;;Finished Airing;OLM
1123;Bouken Ou Beet Excellion;6.68;Adventure, Fantasy, Supernatural;TV;2005.2;Finished Airing;Toei Animation
1124;Seikai no Danshou: Tanjou;7.05;Romance, Sci-Fi;Special;;Finished Airing;Sunrise
1126;Figure 17: Tsubasa & Hikaru;7.2;Sci-Fi, Slice of Life;TV;2001.4;Finished Airing;OLM
1127;UFO Princess Valkyrie;6.77;Comedy, Sci-Fi, Ecchi;TV;2002.1;Finished Airing;TNK
1128;UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku;7.01;Comedy, Romance, Sci-Fi;TV;2003.2;Finished Airing;TNK
1129;UFO Princess Valkyrie: Shichiten Battou Hanayome Shuugyou;6.79;Comedy, Romance, Sci-Fi;Special;;Finished Airing;TNK
1130;Windaria;6.49;Action, Drama, Fantasy, Romance, Sci-Fi;Movie;;Finished Airing;Kaname Productions, Idol
1132;Digimon Frontier;7.15;Action, Adventure, Comedy, Drama, Fantasy;TV;2002.4;Finished Airing;Toei Animation
1133;Tenchi Muyou! GXP;7.14;Action, Comedy, Sci-Fi;TV;2002.4;Finished Airing;AIC
1135;Munto: Toki no Kabe wo Koete;6.95;Action, Fantasy;OVA;;Finished Airing;Kyoto Animation
1136;Betterman;6.58;Action, Adventure, Drama, Horror, Mystery, Sci-Fi;TV;1999.4;Finished Airing;Sunrise
1137;Mushrambo;6.93;Adventure, Drama, Fantasy, Sci-Fi;TV;2000.3;Finished Airing;Toei Animation
1138;Medarot;7.08;Adventure, Comedy, Sci-Fi;TV;1999.1;Finished Airing;Bee Train
1139;Monkey Magic;5.77;Adventure, Fantasy;TV;1998.2;Finished Airing;Group TAC
1140;Giniro no Kami no Agito;7.06;Adventure, Drama, Fantasy, Romance, Sci-Fi;Movie;;Finished Airing;Gonzo
1141;Palme no Ki;6.53;Adventure, Drama, Fantasy, Romance;Movie;;Finished Airing;Palm Studio
1142;Hachimitsu to Clover II;8.2;Drama, Romance;TV;2006.1;Finished Airing;J.C.Staff
1143;.hack//Intermezzo;6.52;Adventure, Fantasy, Mystery, Sci-Fi;Special;;Finished Airing;Bee Train
1144;Tenchi Muyou! in Love 2: Harukanaru Omoi;7.2;Drama, Romance, Sci-Fi;Movie;;Finished Airing;AIC
1145;Kaze no Youjinbou;7.13;Action, Drama, Mystery;TV;2001.2;Finished Airing;Pierrot
1146;Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!;7.31;Comedy, Romance, Sci-Fi;OVA;;Finished Airing;AIC
1147;Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?;7.19;Action, Comedy, Sci-Fi;OVA;;Finished Airing;AIC
1148;Teito Monogatari;5.9;Horror, Supernatural;OVA;;Finished Airing;Madhouse
1149;Choujuushin Gravion Zwei;6.63;Action, Adventure, Comedy, Sci-Fi;TV;2004.3;Finished Airing;Gonzo
1150;Legend of Crystania;5.95;Action, Adventure, Fantasy, Supernatural;OVA;;Finished Airing;Triangle Staff
1151;Dominion;6.87;Comedy, Sci-Fi;OVA;;Finished Airing;Agent 21
1152;New Dominion Tank Police;6.89;Comedy, Sci-Fi;OVA;;Finished Airing;J.C.Staff
1153;Crying Freeman;6.41;Action, Drama, Romance;OVA;;Finished Airing;Toei Animation
1154;Mother: Saigo no Shoujo Eve;5.44;Adventure, Drama, Sci-Fi;Movie;;Finished Airing;Toei Animation
1155;Melty Lancer;6.13;Adventure, Comedy, Sci-Fi;OVA;;Finished Airing;Gonzo
1156;I: Wish You Were Here;6.0;Action, Drama, Mystery, Sci-Fi;TV;2001.2;Finished Airing;Gonzo
1157;Final Fantasy: Unlimited;6.18;Action, Adventure, Fantasy, Sci-Fi;TV;2001.2;Finished Airing;Gonzo
1158;Geobreeders: File-X Chibi Neko Dakkan;6.42;Adventure, Comedy, Supernatural;OVA;;Finished Airing;Chaos Project
1159;Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa;6.5;Adventure, Comedy, Sci-Fi;OVA;;Finished Airing;Chaos Project
1160;Gundress;5.4;Action, Sci-Fi;Movie;;Finished Airing;Studio Junio
1161;Maze☆Bakunetsu Jikuu (TV);6.6;Adventure, Comedy, Fantasy;TV;1997.4;Finished Airing;J.C.Staff
1162;Maze☆Bakunetsu Jikuu;5.99;Adventure, Comedy, Fantasy;OVA;;Finished Airing;J.C.Staff
1163;Neo Ranga;6.59;Adventure, Horror;TV;1998.4;Finished Airing;Pierrot
1164;Mahou Senshi Louie;7.16;Adventure, Comedy, Fantasy;TV;2001.4;Finished Airing;J.C.Staff
1165;Sakura Taisen: Ouka Kenran;6.64;Action, Adventure, Sci-Fi;OVA;;Finished Airing;Radix
1166;Sakura Taisen: Gouka Kenran;6.93;Adventure, Sci-Fi, Slice of Life;OVA;;Finished Airing;Radix
1167;Samurai Gun;5.93;Action;TV;2004.2;Finished Airing;Studio Egg
1168;Musekinin Kanchou Tylor OVA;7.2;Adventure, Comedy, Drama, Sci-Fi;OVA;;Finished Airing;Studio Deen, Daume
1169;Green Legend Ran;6.56;Adventure, Drama, Sci-Fi;OVA;;Finished Airing;AIC
1170;Slayers Specials;7.34;Adventure, Comedy, Fantasy;OVA;;Finished Airing;J.C.Staff
1171;Slayers Excellent;7.3;Adventure, Comedy, Fantasy;OVA;;Finished Airing;J.C.Staff
1172;Slayers Try;7.81;Adventure, Comedy, Fantasy;TV;1997.4;Finished Airing;E&G Films
1174;Munto;6.77;Fantasy, Romance;OVA;;Finished Airing;Kyoto Animation
1175;Metal Fighter Miku;6.44;Comedy, Sci-Fi, Sports;TV;1994.1;Finished Airing;J.C.Staff
1176;Unkai no Meikyuu Zeguy;5.66;Action, Adventure, Fantasy;OVA;;Finished Airing;KSS
1177;Alien 9;6.71;Horror, Sci-Fi;OVA;;Finished Airing;J.C.Staff
1178;Detonator Orgun;6.36;Action, Sci-Fi;OVA;;Finished Airing;AIC, Artmic
1179;Gakuen Senki Muryou;7.0;Action, Adventure, Sci-Fi, Supernatural;TV;2001.4;Finished Airing;Madhouse
1180;Hyper Police;7.07;Action, Comedy, Romance, Sci-Fi;TV;1997.4;Finished Airing;Pierrot
1181;Hikyou Tanken Fam & Ihrlie;6.66;Action, Adventure, Comedy, Fantasy;OVA;;Finished Airing;Ajia-do
1182;Shamanic Princess;6.63;Action, Fantasy, Romance;OVA;;Finished Airing;Triangle Staff
1183;Variable Geo;5.56;Ecchi;OVA;;Finished Airing;Chaos Project
1184;Lost Universe;7.03;Adventure, Comedy, Drama, Sci-Fi;TV;1998.4;Finished Airing;E&G Films
1185;Battle Athletess Daiundoukai;6.44;Comedy, Sci-Fi, Sports, Ecchi;OVA;;Finished Airing;AIC
1186;Battle Athletess Daiundoukai (TV);6.91;Adventure, Sci-Fi, Sports;TV;1997.2;Finished Airing;AIC
1187;DNA² OVA;6.5;Comedy, Drama, Sci-Fi;OVA;;Finished Airing;Madhouse
1188;Momoiro Sisters;6.03;Comedy;TV;1998.1;Finished Airing;Studio Deen
1189;Eden's Bowy;6.5;Action, Adventure, Fantasy, Romance, Sci-Fi;TV;1999.4;Finished Airing;Studio Deen
1190;Tennis no Ouji-sama: Sonzoku Yama no Hi;7.36;Sports;OVA;;Finished Airing;Production I.G
1191;Saber Marionette J Again;7.22;Action, Comedy, Romance, Sci-Fi;OVA;;Finished Airing;Hal Film Maker
1192;Kakurenbo;6.64;Horror, Supernatural;Movie;;Finished Airing;Yamato Works
1193;Happy Seven: The TV Manga;6.39;Comedy, Fantasy;TV;2005.2;Finished Airing;Studio Hibari
1194;Coyote Ragtime Show;6.63;Action, Adventure, Comedy, Sci-Fi;TV;2006.1;Finished Airing;ufotable
1195;Zero no Tsukaima;7.23;Action, Adventure, Comedy, Fantasy, Romance, Ecchi;TV;2006.1;Finished Airing;J.C.Staff
1196;Masuda Kousuke Gekijou Gag Manga Biyori;7.16;Comedy;TV;2005.3;Finished Airing;Artland
1198;Tsuyokiss;6.56;Comedy, Romance, Slice of Life;TV;2006.1;Finished Airing;Trinet Entertainment, Studio Hibari
1199;Nintama Rantarou;7.07;Comedy;TV;1993.4;Currently Airing;Ajia-do
1200;Gun-dou Musashi;5.45;Adventure, Fantasy;TV;2006.4;Finished Airing;ACC Production
1202;Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo;6.11;Action, Adventure, Fantasy, Sci-Fi;OVA;;Finished Airing;Trans Arts
1203;Nitaboh;7.29;UNKNOWN;Movie;;Finished Airing;WAO World
1204;Kujira no Chouyaku;6.58;Award Winning, Drama, Fantasy;Movie;;Finished Airing;Tamura Shigeru Studio
1205;Aru Tabibito no Nikki;7.05;Adventure, Fantasy;ONA;;Finished Airing;UNKNOWN
1206;Ihatov Gensou: Kenji no Haru;7.26;Drama, Slice of Life;Movie;;Finished Airing;Group TAC
1207;Wata no Kuni Hoshi;6.81;Drama, Fantasy, Romance;Movie;;Finished Airing;Mushi Production
1208;Tatsu no Ko Tarou;6.76;Adventure, Fantasy, Supernatural;Movie;;Finished Airing;Toei Animation
1209;Nasu: Andalusia no Natsu;6.99;Sports;Movie;;Finished Airing;Madhouse
1210;NHK ni Youkoso!;8.31;Comedy, Drama, Romance;TV;2006.1;Finished Airing;Gonzo
1211;Macross Plus Movie Edition;7.7;Action, Adventure, Romance, Sci-Fi;Movie;;Finished Airing;Triangle Staff
1212;Oban Star-Racers;7.5;Action, Adventure, Sci-Fi;TV;2006.2;Finished Airing;Hal Film Maker
